baseline_rank,canonical_reported_name,province_reported,city_reported,trial_count_within_name_group,trial_example_url,name_verification_status,location_verification_status,official_hospital_id,official_name,filing_number,approved_name_evidence_json,unapproved_reference_leads_json,next_action,check_method
835,North China University of Science and Technology Affiliated Hospital,Hebei,Tangshan,18,https://clinicaltrials.gov/study/NCT02506140,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-26ddbb23c0a803332da8fc9bf4f5384a"", ""official_name"": ""华北理工大学附属医院"", ""candidate_alias"": ""North China University of Science and Technology Affiliated Hospital"", ""source_url"": ""https://ror.org/015kdfj59"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
836,People's Hospital of Ningxia Hui Autonomous Region,Ningxia,Yinchuan,18,https://clinicaltrials.gov/study/NCT04078737,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
837,Reproductive & Genetic Hospital of CITIC-XIANGYA,Hunan,Changsha,18,https://clinicaltrials.gov/study/NCT02868528,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
838,Shaanxi provincial people's hospital,,Xi'an,18,https://clinicaltrials.gov/study/NCT03990272,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-637b975dc0a803333264020224c4f75d"", ""official_name"": ""陕西省人民医院"", ""candidate_alias"": ""Shaanxi Provincial People's Hospital"", ""source_url"": ""https://ror.org/009czp143"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
839,Shandong University Qilu Hospital,Shandong,Jinan,18,https://clinicaltrials.gov/study/NCT01568333,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
840,Shanghai Oriental Hospital,Shanghai Municipality,Shanghai,18,https://clinicaltrials.gov/study/NCT03166553,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
841,Shanxi Provincial Cancer Hospital,,Taiyuan,18,https://clinicaltrials.gov/study/NCT04208347,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
842,Sir Run Run Shaw Hospital of Zhejiang University School of Medicine,Zhejiang,Hangzhou,18,https://clinicaltrials.gov/study/NCT04960930,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
843,The Central Hospital of Yongzhou,Hunan,Yongzhou,18,https://clinicaltrials.gov/study/NCT04237805,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
844,The First Affiliated Hospital of Guangzhou Medical College,Guangdong,Guangzhou,18,https://clinicaltrials.gov/study/NCT00548223,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
845,The First Affiliated Hospital of Hebei North University,Hebei,Zhangjiakou,18,https://clinicaltrials.gov/study/NCT03015311,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
846,The First Affiliated Hospital of Henan University of Science &Technology,,Luoyang,18,https://clinicaltrials.gov/study/NCT03500380,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
847,The First Affiliated Hospital of Henan University of Science &Technology,,Luoyang Shi,18,https://clinicaltrials.gov/study/NCT05556512,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
848,The People's Hospital of Guangxi Zhuang Autonomous Region,,Nanning,18,https://clinicaltrials.gov/study/NCT02132143,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-178e4af7c0a80333007a1e99b7a2da53"", ""official_name"": ""广西壮族自治区人民医院"", ""candidate_alias"": ""The People's Hospital of Guangxi Zhuang Autonomous Region"", ""source_url"": ""https://ror.org/02aa8kj12"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
849,The Second Affiliated Hospital of Dalian Medical University,,Dalian,18,https://clinicaltrials.gov/study/NCT00805194,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
850,The Second Affiliated Hospital of Guangxi Medical University,Guangxi,Nanning,18,https://clinicaltrials.gov/study/NCT04830644,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
851,The Second Affiliated Hospital of Guilin Medical University,Guangxi,Guilin,18,https://clinicaltrials.gov/study/NCT04152499,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
852,The Second Affiliated Hospital to Nanchang University,,Nanchang,18,https://clinicaltrials.gov/study/NCT01287741,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
853,"The Second Xiangya Hospital, Central South University",Hunan,Changsha,18,https://clinicaltrials.gov/study/NCT01040780,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
854,Tianjin Chest Hospital,,Tianjin,18,https://clinicaltrials.gov/study/NCT03169335,unverified_reference_only,not_evaluated_without_approved_identity,,,,[],"[{""hospital_id"": ""cnha-cfdi-f3c097fec0a803334a989b63c800827f"", ""official_name"": ""天津市胸科医院"", ""candidate_alias"": ""Tianjin Chest Hospital"", ""source_url"": ""https://ror.org/05r9v1368"", ""status"": ""review_required"", ""reason"": ""Reference-only name; not approved for resolution""}]",Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
855,"Tongji Hospital, Tongji Medical College of HUST",,Wuhan,18,https://clinicaltrials.gov/study/NCT03217812,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
856,Wuhan Union Hospital of China,Hubei,Wuhan,18,https://clinicaltrials.gov/study/NCT00786136,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
857,Xuanwu Hospital of Capital Medical University,Beijing Municipality,Beijing,18,https://clinicaltrials.gov/study/NCT01978730,unverified_no_approved_evidence,not_evaluated_without_approved_identity,,,,[],[],Obtain hospital or regulator evidence connecting the reported name to a filing; reference labels alone are insufficient,deterministic reconciliation of source-reviewed assertions; not a new manual source review
