canonical_reported_name,province_reported,city_reported,trial_count,active_trial_count,name_variants,resolution_status,candidate_count,first_trial_id,source_url,review_reason,candidates_json
Sichuan Cancer Hospital,Sichuan,Chengdu,134,75,Sichuan Cancer Hospital | Sichuan Cancer hospital | Sichuan cancer hospital | SiChuan Cancer Hospital | Si Chuan Cancer Hospital | SiChuan cancer hospital,unmatched,0,NCT01623102,https://clinicaltrials.gov/study/NCT01623102,,[]
The First Affiliated Hospital of Henan University of Science and Technology,He'nan,Luoyang,132,62,The First Affiliated Hospital of Henan University of Science and Technology | The First Affiliated Hospital of Henan University of science and Technology | The first Affiliated Hospital of Henan University of Science and Technology | The First Affiliated Hospital of Henan University of Science And Technology | The First Affiliated Hospital of Henan University of science and technology | the First Affiliated Hospital of Henan University of Science and Technology | •The First Affiliated Hospital of Henan University of Science and Technology | The First Affiliated Hospital Of Henan University of Science and Technology | The First Affiliated Hospital of Henan University Of Science and Technology,unmatched,0,NCT02025036,https://clinicaltrials.gov/study/NCT02025036,,[]
Nanfang Hospital of Southern Medical University,Guangdong,Guangzhou,129,39,Nanfang Hospital of Southern Medical University | NanFang Hospital of Southern Medical University | Nanfang hospital of southern medical university | Nanfang Hospital Of Southern Medical University | Nanfang Hospital of Southern Medical university,unmatched,0,NCT01768091,https://clinicaltrials.gov/study/NCT01768091,,[]
Jiangsu Cancer Hospital,Jiangsu,Nanjing,128,51,Jiangsu Cancer Hospital | JiangSu Cancer Hospital | Jiangsu Cancer hospital | Jiangsu cancer hospital | Jiang Su Cancer Hospital,unmatched,0,NCT00741260,https://clinicaltrials.gov/study/NCT00741260,,[]
The First Hospital of Hebei Medical University,Hebei,Shijiazhuang,127,51,The First Hospital of Hebei Medical University | the First Hospital of Hebei Medical University | The First Hospital Of Hebei Medical University | The first hospital of Hebei Medical University | The first hospital of hebei medical university | The First hospital of Hebei Medical University,unmatched,0,NCT00125437,https://clinicaltrials.gov/study/NCT00125437,,[]
Hunan Cancer Hospital,,Changsha,126,51,Hunan Cancer Hospital | Hunan Cancer hospital | Hunan cancer hospital,unmatched,0,NCT01744366,https://clinicaltrials.gov/study/NCT01744366,,[]
The First Hospital of Lanzhou University,Gansu,Lanzhou,126,50,The First Hospital of Lanzhou University | The first hospital of Lanzhou University | The first hospital of Lanzhou university | The First Hospital of LanZhou University | The First Hospital Of Lanzhou University | The First hospital of LanZhou university | The first Hospital of Lanzhou University | The first Hospital of lanzhou University | The first hospital of lanzhou university | the first hospital of Lanzhou University,unmatched,0,NCT01176916,https://clinicaltrials.gov/study/NCT01176916,,[]
"Huashan Hospital, Fudan University",,Shanghai,125,47,"Huashan Hospital, Fudan University | Huashan Hospital Fudan University | Huashan Hospital ,Fudan University | Huashan hospital, Fudan university | Hua Shan Hospital, Fu Dan University | Hua shan Hospital,Fudan University | Huashan hospital, Fudan University | HuaShan Hospital FuDan University | HuaShan Hospital Fudan University | HuaShan hospital Fudan University",unmatched,0,NCT00240409,https://clinicaltrials.gov/study/NCT00240409,,[]
"Renji Hospital, Shanghai Jiao Tong University School of Medicine",Shanghai Municipality,Shanghai,123,51,"Renji Hospital, Shanghai Jiao Tong University School of Medicine | Renji Hospital, Shanghai Jiaotong University School of Medicine | Renji Hospital Shanghai Jiaotong University School of Medicine | Renji Hospital, Shanghai Jiao Tong University, School of Medicine | Ren Ji Hospital, Shanghai Jiao Tong University School of Medicine | Renji Hospital Shanghai Jiao Tong University School of Medicine | Renji Hospital , Shanghai Jiaotong University , School of Medicine | RenJi Hospital, Shanghai JiaoTong University, School of Medicine | Renji Hospital ，Shanghai Jiao Tong University School of Medicine | Renji hospital, Shanghai Jiaotong University School of Medicine | Renji Hospital ShangHai Jiaotong University School Of Medicine | Renji Hospital, Shanghai Jiao Tong University School of Medicine, | Ren Ji Hospital, Shanghai Jiaotong University School of Medicine | Renji Hospital, Shanghai Jiao Tong University school of medicine | Renji Hospital, Shanghai Jiao-Tong University School of Medicine | Renji Hospital, Shanghai Jiaotong University, School of Medicine | RenJi Hospital, Shanghai JiaoTong University School Of Medicine | Renji Hospital, Shanghai Jiaotong University School Of Medicine | Renji Hospital,Shanghai Jiao Tong University School of Medicine | Renji Hospital,Shanghai Jiao Tong University,School of Medicine | Renji Hospital-Shanghai Jiao Tong University School of Medicine | Renji Hospital，Shanghai Jiao Tong University School of Medicine | Renji hospital shanghai jiao tong university school of medicine | RENJI Hospital Shanghai Jiaotong University School of Medicine | RenJi Hospital Shanghai Jiaotong University School of Medicine | Renji Hospital Shanghai Jiaotong University School Of Medicine | Renji Hospital Shanghai Jiaotong University school of medicine | Renji Hospital,Shanghai Jiaotong University School of Medicine | Renji Hospital，Shanghai Jiaotong University School of Medicine | RenjiHospital,Shanghai Jiao Tong University,School of Medicine",unmatched,0,NCT01349335,https://clinicaltrials.gov/study/NCT01349335,,[]
Yunnan Cancer Hospital,Yunnan,Kunming,123,62,Yunnan Cancer Hospital | Yunnan cancer hospital,unmatched,0,NCT01176916,https://clinicaltrials.gov/study/NCT01176916,,[]
Xuzhou Central Hospital,Jiangsu,Xuzhou,122,44,Xuzhou Central Hospital | XuZhou Central Hospital | Xuzhou central Hospital | Xuzhou central hospital | Xuzhou Central hospital | xuzhou Central Hospital,unmatched,0,NCT02135835,https://clinicaltrials.gov/study/NCT02135835,,[]
Children's Hospital of Fudan University,Shanghai Municipality,Shanghai,120,40,Children's Hospital of Fudan University | Children's hospital of Fudan university | Children's hospital of Fudan University | Children's Hospital Of Fudan University | Children' s Hospital of Fudan University | Children'S Hospital of Fudan University | Children's Hospital of Fudan university,unmatched,0,NCT01463306,https://clinicaltrials.gov/study/NCT01463306,,[]
The First Affiliated Hospital with Nanjing Medical University,Jiangsu,Nanjing,120,64,"The First Affiliated Hospital with Nanjing Medical University | The First Affiliated Hospital With Nanjing Medical University | The first Affiliated hospital with Nanjing medical university | the First Affiliated Hospital with Nanjing Medical University | The First Affiliated Hospital with Nanjing Medical University, | The First Affiliated Hospital with NanJing Medical University | The first affiliated Hospital with Nanjing Medical University | The first affiliated hospital with Nanjing Medical University | The first affiliated hospital with Nanjing medical university | the first affiliated hospital with Nanjing Medical University",unmatched,0,NCT01474499,https://clinicaltrials.gov/study/NCT01474499,,[]
Ruijin Hospital,Shanghai Municipality,Shanghai,118,64,"Ruijin Hospital | Ruijin hospital | Rui Jin Hospital | Rui jin hospital | Ruijin Hospital, | RuiJin Hospital",unmatched,0,NCT00166244,https://clinicaltrials.gov/study/NCT00166244,,[]
Shanghai Pulmonary Hospital,,Shanghai,118,41,Shanghai Pulmonary Hospital | Shanghai pulmonary hospital | ShangHai Pulmonary Hospital | Shanghai Pulmonary hospital,unmatched,0,NCT00325403,https://clinicaltrials.gov/study/NCT00325403,,[]
Shanxi Bethune Hospital,Shanxi,Taiyuan,118,61,Shanxi Bethune Hospital | Shanxi Bethune hospital,unmatched,0,NCT03093116,https://clinicaltrials.gov/study/NCT03093116,,[]
Xiangya Hospital Central South University,,Changsha,117,36,"Xiangya Hospital Central South University | Xiangya Hospital, Central South University | Xiangya Hospital, Central-south University | XiangYa Hospital CentralSouth University | Xiangya hospital central south university | Xiangya Hospital - Central South University | XiangYa Hospital Central South University | XiangYa hospital central south university | Xiangya Hospital central south university",unmatched,0,NCT01121393,https://clinicaltrials.gov/study/NCT01121393,,[]
China-Japan Friendship Hospital,,Beijing,116,43,China-Japan Friendship Hospital | China Japan Friendship Hospital | China-Japan Friendship hospital | China - Japan Friendship Hospital | China Japan Friendship hospital | China-Japan friendship Hospital | China-japan friendship Hospital,unmatched,0,NCT00146341,https://clinicaltrials.gov/study/NCT00146341,,[]
Yantai Yuhuangding Hospital,Shandong,Yantai,114,39,Yantai Yuhuangding Hospital | Yantai YuHuangDing Hospital | Yantai Yu Huang Ding Hospital | Yantai Yuhuangding hospital,unmatched,0,NCT00565708,https://clinicaltrials.gov/study/NCT00565708,,[]
Jiangsu Province Hospital,,Nanjing,112,33,Jiangsu Province Hospital | Jiangsu province hospital,unmatched,0,NCT00413699,https://clinicaltrials.gov/study/NCT00413699,,[]
Changhai Hospital,Shanghai Municipality,Shanghai,110,51,Changhai Hospital | Changhai hospital | ChangHai Hospital,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Affiliated Hospital of Nantong University,Jiangsu,Nantong,109,56,Affiliated Hospital of Nantong University | Affiliated hospital of Nantong University | Affiliated hospital of nantong university | Affiliated Hospital Of Nantong University | Affiliated Hospital of nantong University | Affiliated hospital of Nantong university,unmatched,0,NCT00565708,https://clinicaltrials.gov/study/NCT00565708,,[]
Peking University Cancer Hospital,Beijing Municipality,Beijing,107,62,Peking University Cancer Hospital | Peking university cancer hospital | Peking University cancer Hospital | Peking University cancer hospital | Peking university Cancer Hospital,unmatched,0,NCT01471132,https://clinicaltrials.gov/study/NCT01471132,,[]
Hangzhou First People's Hospital,Zhejiang,Hangzhou,106,40,Hangzhou First People's Hospital | Hangzhou first people's Hospital | Hangzhou First Peoples Hospital | Hangzhou First People's hospital | Hangzhou First people's Hospital | Hangzhou First People's Hospital; | Hangzhou First People'S Hospital | Hangzhou first People's hospital,unmatched,0,NCT01039467,https://clinicaltrials.gov/study/NCT01039467,,[]
Shanghai East Hospital,,Shanghai,106,54,"Shanghai East Hospital | Shanghai East hospital | Shanghai east hospital | Shanghai East Hospital,",unmatched,0,NCT00565396,https://clinicaltrials.gov/study/NCT00565396,,[]
Linyi Cancer Hospital,Shandong,Linyi,105,49,Linyi Cancer Hospital | LinYi Cancer Hospital | Lin Yi Cancer Hospital | LINYI Cancer Hospital | Linyi cancer Hospital | Linyi cancer hospital | :Linyi Cancer Hospital | Linyi Cancer hospital,unmatched,0,NCT02348450,https://clinicaltrials.gov/study/NCT02348450,,[]
Beijing Hospital,,Beijing,104,26,Beijing Hospital | BeiJing Hospital | Beijing hospital,unmatched,0,NCT00165698,https://clinicaltrials.gov/study/NCT00165698,,[]
Shengjing Hospital of China Medical University,,Shenyang,103,30,Shengjing Hospital of China Medical University | Shengjing Hospital Of China Medical University | ShengJing Hospital of China Medical University | ShengJing Hospital Of China Medical University | Sheng Jing Hospital of China Medical University,unmatched,0,NCT01459081,https://clinicaltrials.gov/study/NCT01459081,,[]
The Second Affiliated Hospital of Guangzhou Medical University,Guangdong,Guangzhou,102,46,The Second Affiliated Hospital of Guangzhou Medical University | the Second Affiliated Hospital of Guangzhou Medical University | The Second Affiliated Hospital Of Guangzhou Medical University | The Second affiliated Hospital of Guangzhou Medical University | The second Affiliated Hospital of Guangzhou Medical University | The second Affiliated Hospital of Guangzhou medical University | The second affiliated hospital of Guangzhou medical university,unmatched,0,NCT00413699,https://clinicaltrials.gov/study/NCT00413699,,[]
The First Affiliated Hospital of Soochow University,,Suzhou,101,35,The First Affiliated Hospital of Soochow University | The First Affiliated Hospital Of Soochow University | The First Affiliated Hospital of SOOCHOW University | The first affiliated hospital of Soochow University | the First Affiliated Hospital of Soochow University,unmatched,0,NCT00413413,https://clinicaltrials.gov/study/NCT00413413,,[]
The Second Affiliated Hospital of Chongqing Medical University,Chongqing Municipality,Chongqing,101,36,The Second Affiliated Hospital of Chongqing Medical University | The Second Affiliated Hospital Of Chongqing Medical University | The second affiliated hospital of ChongQing medical university | The second affiliated hospital of Chongqing medical university | The Second Affiliated Hospital of ChongQing Medical University | The second affiliated Hospital of Chongqing Medical University | The second affiliated hospital of chongqing medical university,unmatched,0,NCT01404169,https://clinicaltrials.gov/study/NCT01404169,,[]
The Second Affiliated Hospital of Soochow University,Jiangsu,Suzhou,100,39,The Second Affiliated Hospital of Soochow University,unmatched,0,NCT00724724,https://clinicaltrials.gov/study/NCT00724724,,[]
The Third Affiliated Hospital of Sun Yat-sen University,Guangdong,Guangzhou,100,47,The Third Affiliated Hospital of Sun Yat-sen University | The Third Affiliated Hospital of Sun Yat-Sen University | The third affiliated hospital of Sun Yat-sen University | the Third Affiliated Hospital of Sun Yat-Sen University | The Third Affiliated Hospital Of Sun Yat-sen University | The Third Affiliated Hospital of Sun Yat sen University | The Third Affiliated Hospital Of Sun Yat-Sen University | The third affiliated hospital of Sun Yat sen University | The third affiliated hospital of sun yat-sen university,unmatched,0,NCT00413699,https://clinicaltrials.gov/study/NCT00413699,,[]
Tianjin Medical University Cancer Institute & Hospital,,Tianjin,100,52,Tianjin Medical University Cancer Institute & Hospital | TianJin Medical University Cancer Institute & Hospital | Tianjin medical university cancer institute & hospital | Tianjin Medical University Cancer Institute& Hospital | Tianjin Medical University Cancer Institute&Hospital | Tianjin Medical University Cancer institute & Hospital | Tianjin Medical University Cancer Institute &Hospital | Tianjin medical university cancer institute&hospital,unmatched,0,NCT02626455,https://clinicaltrials.gov/study/NCT02626455,,[]
Nanjing Drum Tower Hospital,,Nanjing,99,32,Nanjing Drum Tower Hospital | NanJing drum tower hospital | Nanjing Drum Tower hospital | Nanjing Drum-Tower Hospital,unmatched,0,NCT01170065,https://clinicaltrials.gov/study/NCT01170065,,[]
The Affiliated Hospital of Guizhou Medical University,Guizhou,Guiyang,99,44,The Affiliated Hospital of Guizhou Medical University | The affiliated hospital of Guizhou medical university | The Affiliated Hospital Of Guizhou Medical University | The Affiliated hospital of Guizhou Medical University | The affiliated Hospital of Guizhou Medical University | the Affiliated Hospital of Guizhou Medical University,unmatched,0,NCT02336178,https://clinicaltrials.gov/study/NCT02336178,,[]
The First Affiliated Hospital of Wenzhou Medical University,,Wenzhou,98,47,The First Affiliated Hospital of Wenzhou Medical University | The First Affiliated Hospital Of Wenzhou Medical University | The First Affiliated Hospital of Wenzhou medical university | The First Affiliated hospital of Wenzhou Medical University | The first affiliated hospital of Wenzhou Medical University | The first affiliated hospital of Wenzhou Medical university | The first affiliated hospital of Wenzhou medical university,unmatched,0,NCT02544789,https://clinicaltrials.gov/study/NCT02544789,,[]
The Second Xiangya Hospital of Central South University,,Changsha,98,34,The Second Xiangya Hospital of Central South University | The Second Xiangya Hospital Of Central South University | The second Xiangya Hospital of Central South University | The second xiangya hospital of central south university | The Second XIANGYA Hospital of Central South University | The second Xiangya hospital of central south university,unmatched,0,NCT01192880,https://clinicaltrials.gov/study/NCT01192880,,[]
Wuxi People's Hospital,Jiangsu,Wuxi,98,36,"Wuxi People's Hospital | Wuxi Peoples Hospital | WuXi People's Hospital | Wuxi people's hospital | Wuxi People's Hospital, | Wuxi People's Hospital. | Wuxi People's hospital | Wuxi people's Hospital",unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Shanghai Changzheng Hospital,Shanghai Municipality,Shanghai,97,49,Shanghai Changzheng Hospital | Shanghai changzheng Hospital | Shanghai ChangZheng Hospital | Shanghai Changzheng hospital | Shanghai Chang Zheng Hospital | ShangHai Changzheng Hospital | Shanghai ChangZheng hospital | Shanghai changzheng hospital,unmatched,0,NCT00327717,https://clinicaltrials.gov/study/NCT00327717,,[]
Shanghai General Hospital,,Shanghai,97,48,Shanghai General Hospital | Shanghai general hospital,unmatched,0,NCT01975376,https://clinicaltrials.gov/study/NCT01975376,,[]
Sichuan Provincial People's Hospital,,Chengdu,97,43,Sichuan Provincial People's Hospital | Sichuan Provincial Peoples Hospital,unmatched,0,NCT01358877,https://clinicaltrials.gov/study/NCT01358877,,[]
Hainan General Hospital,Hainan,Haikou,96,29,Hainan General Hospital | Hainan general hospital | Hai Nan General Hospital | Hainan general Hospital,unmatched,0,NCT01176916,https://clinicaltrials.gov/study/NCT01176916,,[]
Jiangxi Cancer Hospital,Jiangxi,Nanchang,96,63,Jiangxi Cancer Hospital | Jiangxi Cancer hospital | JIANGXI cancer hospital,unmatched,0,NCT02332499,https://clinicaltrials.gov/study/NCT02332499,,[]
Nanfang Hospital,Guangdong,Guangzhou,96,41,"Nanfang Hospital | NanFang Hospital | Nanfang hospital | Nan Fang Hospital | Nanfang Hospital, | NANFANG Hospital | NanFang hospital",unmatched,0,NCT00920816,https://clinicaltrials.gov/study/NCT00920816,,[]
Shanxi Cancer Hospital,Shanxi,Taiyuan,95,67,Shanxi Cancer Hospital | Shanxi Cancer hospital | Shanxi cancer hospital | ShanXi Cancer Hospital,unmatched,0,NCT01642771,https://clinicaltrials.gov/study/NCT01642771,,[]
Tianjin Medical University Cancer Institute and Hospital,,Tianjin,95,42,Tianjin Medical University Cancer Institute and Hospital | TianJin Medical University Cancer Institute and Hospital | Tianjin medical university cancer institute and hospital | Tianjin Medical University Cancer institute and hospital | Tianjin Medical University cancer Instituteand Hospital,unmatched,0,NCT01125566,https://clinicaltrials.gov/study/NCT01125566,,[]
"Beijing Chaoyang Hospital, Capital Medical University",Beijing Municipality,Beijing,94,40,"Beijing Chaoyang Hospital, Capital Medical University | Beijing Chao-Yang Hospital, Capital Medical University | Beijing Chao-yang Hospital, Capital Medical University | Beijing Chao-Yang Hospital,Capital Medical University | Beijing Chao-Yang Hospital Capital Medical University | Beijing Chao-Yang Hospital，Capital Medical University | Beijing Chao-yang Hospital,Capital Medical University | Beijing Chaoyang Hospital ,Capital Medical University | Beijing Chaoyang Hospital Capital Medical University | Beijing Chaoyang Hospital，Capital Medical University | Beijing Chao-Yang Hospital , Capital Medical University | Beijing Chao-yang Hospital , Capital Medical University | Beijing Chao Yang Hospital, Capital Medical University | Beijing Chao-yang hospital, capital medical university | Beijing chao-yang Hospital, Capital Medical University | BeiJing Chao-Yang Hospital,Capital medical university | Beijing Chao Yang Hospital,Capital Medical University | Beijing Chao-Yang Hospital,Capital medical university | Beijing ChaoYang Hospital, Capital Medical University | Beijing Chaoyang Hospital,Capital Medical University",unmatched,0,NCT01387607,https://clinicaltrials.gov/study/NCT01387607,,[]
"Beijing Friendship Hospital, Capital Medical University",,Beijing,94,27,"Beijing Friendship Hospital, Capital Medical University | Beijing Friendship Hospital Capital Medical University | Beijing Friendship Hospital,Capital Medical University | Beijing Friendship hospital, Capital Medical University | Beijing Friendship Hospital ， Capital Medical University | Beijing Friendship Hospital, Capital medical University | Beijing friendship hospital, Capital Medical University | Beijing Friendship Hospital，Capital Medical University",unmatched,0,NCT01496521,https://clinicaltrials.gov/study/NCT01496521,,[]
The Second Affiliated Hospital of Nanjing Medical University,Jiangsu,Nanjing,94,25,The Second Affiliated Hospital of Nanjing Medical University | The Second Affiliated Hospital of Nanjing Medical university | The Second Affiliated Hospital Of NanJing Medical University | The second affiliated hospital of Nanjing Medical University | the Second Affiliated Hospital of Nanjing Medical University,unmatched,0,NCT01677208,https://clinicaltrials.gov/study/NCT01677208,,[]
The Second Hospital of Jilin University,Jilin,Changchun,94,24,The Second Hospital of Jilin University | The Second Hospital Of Jilin University | the Second Hospital of Jilin University | The second Hospital of Jilin University | The second hospital of Jilin university | The second hospital of jilin university | the Second hospital of Jilin University | the second Hospital of Jilin University,unmatched,0,NCT00786136,https://clinicaltrials.gov/study/NCT00786136,,[]
Liaoning Cancer Hospital & Institute,Liaoning,Shenyang,93,45,Liaoning Cancer Hospital & Institute | Liaoning Cancer Hospital&Institute | LiaoNing Cancer Hospital & Institute | Liaoning Cancer Hospital ＆ Institute | Liaoning cancer hospital & institute | Liaoning Cancer Hospital & institute | Liaoning Cancer hospital & Institute | Liaoning cancer hospital & Institute | Liaoning cancer hospital &institute | Liaoning Cancer Hospital＆Institute,unmatched,0,NCT01763450,https://clinicaltrials.gov/study/NCT01763450,,[]
The Second Affiliated Hospital of Anhui Medical University,Anhui,Hefei,93,35,The Second Affiliated Hospital of Anhui Medical University | The Second Affiliated Hospital Of Anhui Medical University | the Second Affiliated Hospital of Anhui Medical University | The Second (Affiliated) Hospital of Anhui Medical University | The second Affiliated Hospital of Anhui Medical University | The second affiliated hospital of Anhui Medical University | The second affiliated hospital of Anhui medical university,unmatched,0,NCT01657812,https://clinicaltrials.gov/study/NCT01657812,,[]
Wuhan Union Hospital,Hubei,Wuhan,93,36,Wuhan Union Hospital | Wuhan Union hospital,unmatched,0,NCT00796692,https://clinicaltrials.gov/study/NCT00796692,,[]
First Affiliated Hospital of Xi'an Jiaotong University,Shaanxi,Xi'an,92,44,First Affiliated Hospital of Xi'an Jiaotong University | First Affiliated Hospital of Xian Jiaotong University | First Affiliated Hospital of Xian JiaotongUniversity | First Affiliated Hospital of Xi 'an Jiaotong University | First Affiliated Hospital of Xi'an Jiao Tong University | First Affiliated Hospital of Xi an Jiaotong University | First affiliated Hospital of Xi'an Jiaotong University | First affiliated hospital of Xi'an Jiaotong University,unmatched,0,NCT02082756,https://clinicaltrials.gov/study/NCT02082756,,[]
Huashan Hospital Affiliated to Fudan University,Shanghai Municipality,Shanghai,92,26,Huashan Hospital Affiliated to Fudan University | Huashan Hospital affiliated to Fudan University | HuaShan Hospital Affiliated To Fudan University | HuaShan Hospital Affiliated to FuDan University | Huashan hospital affiliated to FuDan university,unmatched,0,NCT01470859,https://clinicaltrials.gov/study/NCT01470859,,[]
Tianjin Cancer Hospital,Tianjin Municipality,Tianjin,92,55,Tianjin Cancer Hospital | Tianjin cancer hospital,unmatched,0,NCT00445458,https://clinicaltrials.gov/study/NCT00445458,,[]
First Hospital of Jilin University,Jilin,Changchun,91,34,First Hospital of Jilin University | First hospital of Jilin University | First hospital of jilin university,unmatched,0,NCT01548378,https://clinicaltrials.gov/study/NCT01548378,,[]
Guangzhou First People's Hospital,Guangdong,Guangzhou,91,35,Guangzhou First People's Hospital | Guangzhou First Peoples Hospital | GUANGZHOU FIRST PEOPLE's HOSPITAL | Guangzhou First people's Hospital,unmatched,0,NCT01404169,https://clinicaltrials.gov/study/NCT01404169,,[]
The First Affiliated Hospital of Harbin Medical University,Heilongjiang,Harbin,91,39,The First Affiliated Hospital of Harbin Medical University | The first affiliated hospital of Harbin Medical University | the First Affiliated Hospital of Harbin Medical University | The First Affiliated Hospital Of Harbin Medical University | the first affiliated hospital of Harbin medical university | The First Affiliated Hospital of Harbin Medical university | The First affiliated hospital of Harbin Medical University | The First affiliated hospital of harbin medical university,unmatched,0,NCT01396122,https://clinicaltrials.gov/study/NCT01396122,,[]
Xinhua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine,Shanghai Municipality,Shanghai,90,28,"Xinhua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine | Xin Hua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine | Xinhua Hospital Affiliated to Shanghai Jiaotong University School of Medicine | Xinhua Hospital affiliated to Shanghai Jiaotong University School of Medicine | Xin Hua Hospital affiliated to Shanghai Jiao Tong University School of Medicine | Xinhua Hospital affiliated to Shanghai Jiao Tong University School of Medicine | Xinhua Hospital, Affiliated to Shanghai Jiao Tong University School of Medicine | Xin Hua Hospital Affiliated to Shanghai Jiaotong University School of Medicine | Xinhua Hospital Affiliated To Shanghai Jiao Tong University School Of Medicine | Xin Hua Hospital Affiliated To Shanghai Jiao Tong University School of Medicine | Xin Hua Hospital Affiliated to ShangHai Jiao Tong University School of Medicine | Xin Hua Hospital affiliated to Shanghai Jiaotong University School of Medicine | XinHua Hospital Affiliated To Shanghai Jiao Tong University School of Medicine | Xinhua Hospital Affiliated To Shanghai Jiao Tong University School of Medicine | Xinhua Hospital Affiliated To Shanghai Jiao tong University School of Medicine | Xinhua Hospital Affiliated To Shanghai Jiaotong University School of Medicine | Xinhua Hospital Affiliated to Shanghai JiaoTong University School of Medicine | Xinhua Hospital Affiliated to Shanghai Jiaotong University School of medicine | Xinhua Hospital affiliated to Shanghai Jiaotong University school of medicine",unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Liaoning Cancer Hospital,Liaoning,Shenyang,89,47,Liaoning Cancer Hospital | Liaoning cancer hospital | Liaoning Cancer hospital | LiaoNing Cancer Hospital | Liaoning cancer Hospital,unmatched,0,NCT02121405,https://clinicaltrials.gov/study/NCT02121405,,[]
The First Bethune Hospital of Jilin University,Jilin,Changchun,89,30,The First Bethune Hospital of Jilin University | The first Bethune hospital of Jilin University | The First Bethune Hospital Of Jilin University | The first bethune hospital of Jilin university | The first Bethune Hospital of Jilin University | The first Bethune hospital of Jilin university | The first Bethune hospital of jilin university | the First Bethune Hospital of Jilin University,unmatched,0,NCT01232374,https://clinicaltrials.gov/study/NCT01232374,,[]
Northern Jiangsu People's Hospital,Jiangsu,Yangzhou,88,33,Northern Jiangsu People's Hospital | Northern Jiangsu Peoples Hospital | Northern JiangSu People's Hospital | Northern Jiangsu People'S Hospital | Northern Jiangsu people's Hospital | Northern Jiangsu people's hospital | Northern Jiangsu Peoples hospital,unmatched,0,NCT01232374,https://clinicaltrials.gov/study/NCT01232374,,[]
Shanghai Sixth People's Hospital,Shanghai Municipality,Shanghai,88,31,Shanghai Sixth People's Hospital | Shanghai sixth people's hospital | Shanghai sixth People's Hospital | ShangHai Sixth People's Hospital | Shanghai Sixth people's Hospital,unmatched,0,NCT01439789,https://clinicaltrials.gov/study/NCT01439789,,[]
Taizhou Hospital of Zhejiang Province,Zhejiang,Taizhou,88,41,Taizhou Hospital of Zhejiang Province | Taizhou Hospital Of Zhejiang Province | Taizhou Hospital of zhejiang Province | Taizhou hospital of Zhejiang Province | Tai Zhou Hospital of Zhe Jiang Province | TaiZhou Hospital Of Zhejiang Province | TaiZhou Hospital of Zhejiang Province | Taizhou hospital of Zhejiang province | Taizhou hospital of zhejiang province,unmatched,0,NCT00677755,https://clinicaltrials.gov/study/NCT00677755,,[]
Zhongshan Hospital,Shanghai Municipality,Shanghai,88,38,Zhongshan Hospital | Zhongshan hospital | ZhongShan Hospital | ZHONGSHAN Hospital | ZHONGSHAN hospital,unmatched,0,NCT00868829,https://clinicaltrials.gov/study/NCT00868829,,[]
The Sixth Affiliated Hospital of Sun Yat-sen University,Guangdong,Guangzhou,87,45,The Sixth Affiliated Hospital of Sun Yat-sen University | The Sixth Affiliated Hospital of Sun Yat-Sen University | the Sixth Affiliated Hospital of Sun Yat-Sen University | The sixth affiliated hospital of Sun Yat-sen University | the Sixth Affiliated Hospital of Sun Yat-sen University | The Sixth Affiliated Hospital of Sun Yat - sen University | The Sixth Affiliated Hospital of Sun Yat- Sen University | The Sixth Affiliated Hospital Of Sun Yat-sen University | The Sixth Affiliated Hospital of Sun Yat-sen university | The Sixth Affiliated Hospital of Sun yat-sen University | The Sixth Affiliated Hospital of Sun-Yat sen University | The sixth Affiliated Hospital of Sun Yat-Sen University | The sixth Affiliated hospital of Sun Yat-sen University | The sixth affiliated hospital of Sun Yat-Sen University | The sixth affiliated hospital of Sun Yat-Sen university | the Sixth affiliated Hospital of Sun Yat-Sen University | the sixth affiliated hospital of Sun Yat-sen University,unmatched,0,NCT01552967,https://clinicaltrials.gov/study/NCT01552967,,[]
Guangxi Medical University Cancer Hospital,Guangxi,Nanning,85,59,Guangxi Medical University Cancer Hospital | Guangxi Medical University Cancer hospital,unmatched,0,NCT04229355,https://clinicaltrials.gov/study/NCT04229355,,[]
Jiangxi Provincial People's Hospital,Jiangxi,Nanchang,85,23,Jiangxi Provincial People's Hospital | Jiangxi Provincial Peoples Hospital | Jiangxi Provincial people's Hospital,unmatched,0,NCT00829660,https://clinicaltrials.gov/study/NCT00829660,,[]
Sun Yat-sen Memorial Hospital,Guangdong,Guangzhou,85,54,Sun Yat-sen Memorial Hospital | Sun Yat-Sen Memorial Hospital | Sun yat-sen memorial hospital | Sun Yat-Sen memorial hospital | Sun Yat Sen Memorial Hospital | Sun-Yatsen Memorial Hospital,unmatched,0,NCT01204008,https://clinicaltrials.gov/study/NCT01204008,,[]
The First Affiliated Hospital of Xiamen University,,Xiamen,85,34,The First Affiliated Hospital of Xiamen University | The First Affiliated Hospital Of Xiamen University | The first affiliated hospital of xiamen university | The First Affiliated hospital of Xiamen University | The first affiliated hospital of Xiamen University,unmatched,0,NCT01581398,https://clinicaltrials.gov/study/NCT01581398,,[]
