canonical_reported_name,province_reported,city_reported,trial_count,active_trial_count,name_variants,resolution_status,candidate_count,first_trial_id,source_url,review_reason,candidates_json
The First Affiliated Hospital of Jilin University,Jilin,Changchun,19,9,The First Affiliated Hospital of Jilin University | The first Affiliated Hospital of Jilin University | the First Affiliated Hospital of Jilin University | the first affiliated hospital of Jilin university,unmatched,0,NCT01569516,https://clinicaltrials.gov/study/NCT01569516,,[]
The First Hospital of Changsha,Hunan,Changsha,19,1,The First Hospital of Changsha,unmatched,0,NCT01677208,https://clinicaltrials.gov/study/NCT01677208,,[]
The Second Affiliated Hospital of Fujian Medical University,Fujian,Quanzhou,19,8,The Second Affiliated Hospital of Fujian Medical University,unmatched,0,NCT02959333,https://clinicaltrials.gov/study/NCT02959333,,[]
The Southwest Hospital of Amu,Chongqing Municipality,Chongqing,19,8,The Southwest Hospital of Amu | The Southwest Hospital of AMU | The Southwest hospital of AMU | The Southwest Hospital Of AMU | The Southwest Hospital Of Amu,unmatched,0,NCT04723004,https://clinicaltrials.gov/study/NCT04723004,,[]
The Third Affiliated Hospital of Sun Yat-sen University,,Guangzhou,19,7,The Third Affiliated Hospital of Sun Yat-sen University | The third affiliated hospital of Sun Yat-Sen University | The Third Affiliated Hospital of Sun Yat-Sen University,unmatched,0,NCT00773461,https://clinicaltrials.gov/study/NCT00773461,,[]
Tonghua Central Hospital,Jilin,Tonghua,19,2,Tonghua Central Hospital | Tonghua central hospital,unmatched,0,NCT02832544,https://clinicaltrials.gov/study/NCT02832544,,[]
Weihai Central Hospital,Shandong,Weihai,19,7,Weihai Central Hospital | weihai Central Hospital,unmatched,0,NCT03753061,https://clinicaltrials.gov/study/NCT03753061,,[]
West China Second University Hospital,Sichuan,Chengdu,19,5,West China Second University Hospital | West China second university hospital,unmatched,0,NCT02316730,https://clinicaltrials.gov/study/NCT02316730,,[]
Wuzhou Red Cross Hospital,Guangxi,Wuzhou,19,13,Wuzhou Red Cross Hospital,unmatched,0,NCT02434614,https://clinicaltrials.gov/study/NCT02434614,,[]
Zhongda Hospital Affiliated to Southeast University,Jiangsu,Nanjing,19,10,"Zhongda Hospital Affiliated to Southeast University | Zhongda Hospital,Affiliated to Southeast University | Zhongda Hospital, Affiliated to Southeast University | Zhongda Hospital affiliated to Southeast University | Zhongda Hospital，Affiliated to Southeast University",unmatched,0,NCT04099927,https://clinicaltrials.gov/study/NCT04099927,,[]
Zhongshan Hospital of Fudan University,Shanghai Municipality,Shanghai,19,10,Zhongshan Hospital of Fudan University | Zhongshan hospital of Fudan University | Zhongshan hospital of Fudan university | Zhongshan hospital of fudan university,unmatched,0,NCT00642239,https://clinicaltrials.gov/study/NCT00642239,,[]
Affiliated Cancer Hospital and Institute of Guangzhou Medical University,Guangdong,Guangzhou,18,7,Affiliated Cancer Hospital and Institute of Guangzhou Medical University | Affiliated Cancer Hospital and institute of Guangzhou Medical University | Affiliated cancer hospital and institute of guangzhou medical university,unmatched,0,NCT03084237,https://clinicaltrials.gov/study/NCT03084237,,[]
Beijing Boren Hospital,Beijing Municipality,Beijing,18,4,Beijing Boren Hospital,unmatched,0,NCT03952078,https://clinicaltrials.gov/study/NCT03952078,,[]
"Changhai Hospital, Second Military Medical University",,Shanghai,18,8,"Changhai Hospital, Second Military Medical University",unmatched,0,NCT00653978,https://clinicaltrials.gov/study/NCT00653978,,[]
Chinese Academy of Medical Sciences Cancer Hospital,Beijing Municipality,Beijing,18,5,"Chinese Academy of Medical Sciences Cancer Hospital | Chinese Academy of Medical Sciences, Cancer Hospital",unmatched,0,NCT01232374,https://clinicaltrials.gov/study/NCT01232374,,[]
Chongqing General Hospital,,Chongqing,18,9,Chongqing General Hospital,unmatched,0,NCT03338010,https://clinicaltrials.gov/study/NCT03338010,,[]
First Affiliated Hospital of Xiamen University,Fujian,Xiamen,18,11,First Affiliated Hospital of Xiamen University | First affiliated Hospital of Xiamen University | First affiliated hospital of xiamen university,unmatched,0,NCT01924624,https://clinicaltrials.gov/study/NCT01924624,,[]
Gansu Wuwei Tumour Hospital,Gansu,Wuwei,18,8,Gansu Wuwei Tumour Hospital,unmatched,0,NCT04033354,https://clinicaltrials.gov/study/NCT04033354,,[]
Guizhou Cancer Hospital,Guizhou,Guiyang,18,5,Guizhou Cancer Hospital | GuiZhou Cancer Hospital | Guizhou Cancer hospital,unmatched,0,NCT01516996,https://clinicaltrials.gov/study/NCT01516996,,[]
Haikou People's Hospital,Hainan,Haikou,18,3,Haikou People's Hospital | Haikou people's Hospital,unmatched,0,NCT01975376,https://clinicaltrials.gov/study/NCT01975376,,[]
Hainan Cancer Hospital,Hainan,Haikou,18,9,Hainan Cancer Hospital | Hainan cancer Hospital | Hainan cancer hospital,unmatched,0,NCT03649529,https://clinicaltrials.gov/study/NCT03649529,,[]
Hainan Provincial People's Hospital,Hainan,Haikou,18,8,Hainan Provincial People's Hospital | HaiNan Provincial People's Hospital | Hainan Provincial People'S Hospital,unmatched,0,NCT01721408,https://clinicaltrials.gov/study/NCT01721408,,[]
Hebei Yanda Ludaopei Hospital,Hebei,Sanhe,18,3,Hebei Yanda Ludaopei Hospital | Hebei Yanda Lu Daopei Hospital,unmatched,0,NCT02546739,https://clinicaltrials.gov/study/NCT02546739,,[]
Huai'an First People's Hospital,,Huai'an,18,5,Huai'an First People's Hospital | Huaian First People's Hospital | Huai 'an First People's Hospital | Huai'an first people's hospital | Huai'an First Peoples Hospital,unmatched,0,NCT03020303,https://clinicaltrials.gov/study/NCT03020303,,[]
Huai'an Second People's Hospital,Jiangsu,Huai'an,18,8,Huai'an Second People's Hospital | Huai 'an Second People's Hospital | Huai an second people's hospital | Huaian Second Peoples Hospital,unmatched,0,NCT03430843,https://clinicaltrials.gov/study/NCT03430843,,[]
Jieyang People's Hospital,Guangdong,Jieyang,18,2,Jieyang People's Hospital | Jieyang people's hospital,unmatched,0,NCT03668496,https://clinicaltrials.gov/study/NCT03668496,,[]
Kaifeng Central Hospital,Henan,Kaifeng,18,8,Kaifeng Central Hospital | KaiFeng Central Hospital,unmatched,0,NCT01897805,https://clinicaltrials.gov/study/NCT01897805,,[]
Nantong First People's Hospital,Jiangsu,Nantong,18,7,Nantong First People's Hospital | Nantong First Peoples Hospital,unmatched,0,NCT03547232,https://clinicaltrials.gov/study/NCT03547232,,[]
North China University of Science and Technology Affiliated Hospital,Hebei,Tangshan,18,9,North China University of Science and Technology Affiliated Hospital | North China University Of Science And Technology Affiliated Hospital | North China University of Science And Technology Affiliated Hospital,unmatched,0,NCT02506140,https://clinicaltrials.gov/study/NCT02506140,,[]
People's Hospital of Ningxia Hui Autonomous Region,Ningxia,Yinchuan,18,6,People's Hospital of Ningxia Hui Autonomous Region | People's Hospital of Ningxia Hui autonomous region,unmatched,0,NCT04078737,https://clinicaltrials.gov/study/NCT04078737,,[]
Reproductive & Genetic Hospital of CITIC-XIANGYA,Hunan,Changsha,18,4,Reproductive & Genetic Hospital of CITIC-XIANGYA | Reproductive & Genetic Hospital of CITIC-Xiangya | Reproductive & Genetic Hospital of Citic-Xiangya,unmatched,0,NCT02868528,https://clinicaltrials.gov/study/NCT02868528,,[]
Shaanxi provincial people's hospital,,Xi'an,18,8,Shaanxi provincial people's hospital | Shaanxi Provincial People's Hospital | Shaanxi Provincial Peoples Hospital,unmatched,0,NCT03990272,https://clinicaltrials.gov/study/NCT03990272,,[]
Shandong University Qilu Hospital,Shandong,Jinan,18,10,Shandong University Qilu Hospital | Shandong University Qilu hospital | Shandong University - Qilu Hospital | Shandong university qilu hospital,unmatched,0,NCT01568333,https://clinicaltrials.gov/study/NCT01568333,,[]
Shanghai Oriental Hospital,Shanghai Municipality,Shanghai,18,11,Shanghai Oriental Hospital | Shanghai Oriental hospital,unmatched,0,NCT03166553,https://clinicaltrials.gov/study/NCT03166553,,[]
Shanxi Provincial Cancer Hospital,,Taiyuan,18,10,Shanxi Provincial Cancer Hospital | Shanxi Provincial Cancer hospital | Shanxi provincial cancer hospital,unmatched,0,NCT04208347,https://clinicaltrials.gov/study/NCT04208347,,[]
Sir Run Run Shaw Hospital of Zhejiang University School of Medicine,Zhejiang,Hangzhou,18,9,Sir Run Run Shaw Hospital of Zhejiang University School of Medicine,unmatched,0,NCT04960930,https://clinicaltrials.gov/study/NCT04960930,,[]
The Central Hospital of Yongzhou,Hunan,Yongzhou,18,9,The Central Hospital of Yongzhou | The Central Hospital Of Yong Zhou | The Central Hospital of YongZhou,unmatched,0,NCT04237805,https://clinicaltrials.gov/study/NCT04237805,,[]
