hospital_id,official_name,filing_number,alias,normalized_alias,kind,evidence_status,source_url,accessed_at,valid_from,valid_to
cnha-cfdi-000aedc9c0a803335a2fafee6c48cc40,麻城市人民医院,药临床机构备字2026000066,麻城市人民医院,麻城市人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=20&pageSize=100,2026-09-05,,
cnha-cfdi-009e135ac0a8033336f22321f58a0acf,北大荒集团建三江医院,药临床机构备字2026000122,北大荒集团建三江医院,北大荒集团建三江医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=20&pageSize=100,2026-09-05,,
cnha-cfdi-00d6817bc0a8033337402001af0a9db9,株洲市妇幼保健院,药临床机构备字2024000120,株洲市妇幼保健院,株洲市妇幼保健院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-00d8af18c0a803330e3c694eb2196aae,临清市人民医院,药临床机构备字2026000026,临清市人民医院,临清市人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=20&pageSize=100,2026-09-05,,
cnha-cfdi-00dd9d6cc0a80333655e3cf356040981,九江市第一人民医院,药临床机构备字2020000122,九江市第一人民医院,九江市第一人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-0134209cc0a803333f9d3f2ff5e6d540,大连大学附属中山医院,药临床机构备字2020000269,大连大学附属中山医院,大连大学附属中山医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=4&pageSize=100,2026-09-05,,
cnha-cfdi-01483885c0a80333753cc766ecffe4b4,湖北省妇幼保健院（湖北省妇女儿童医院）,药临床机构备字2021000178,湖北省妇幼保健院（湖北省妇女儿童医院）,湖北省妇幼保健院湖北省妇女儿童医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-01483885c0a80333753cc766ecffe4b4,湖北省妇幼保健院（湖北省妇女儿童医院）,药临床机构备字2021000178,湖北省妇女儿童医院,湖北省妇女儿童医院,parallel_name,official_source_reviewed,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-01483885c0a80333753cc766ecffe4b4,湖北省妇幼保健院（湖北省妇女儿童医院）,药临床机构备字2021000178,湖北省妇幼保健院,湖北省妇幼保健院,official_variant,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-0163c2b0c0a803331ec564e83464d5d9,湘雅常德医院药物临床试验机构,药临床机构备字2021000046,湘雅常德医院药物临床试验机构,湘雅常德医院药物临床试验机构,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=11&pageSize=100,2026-09-05,,
cnha-cfdi-0167b160c0a8033327f5d32a5f94e8bb,云浮市人民医院,药临床机构备字2024000038,云浮市人民医院,云浮市人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=15&pageSize=100,2026-09-05,,
cnha-cfdi-017d5690c0a8033349cda12df77eb1ef,牡丹江市肿瘤医院,药临床机构备字2021000003,牡丹江市肿瘤医院,牡丹江市肿瘤医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=10&pageSize=100,2026-09-05,,
cnha-cfdi-017f14c0c0a803332fa8a85a3b4cda37,北京燕化医院,药临床机构备字2024000083,北京燕化医院,北京燕化医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-019bd4fdc0a80333295037ed6c30e5ef,临沂市妇幼保健院,药临床机构备字2020000909,临沂市妇幼保健院,临沂市妇幼保健院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=10&pageSize=100,2026-09-05,,
cnha-cfdi-019d275ec0a803337282d3a0c06b7c4c,三亚中心医院（海南省第三人民医院）,药临床机构备字2020000023,三亚中心医院（海南省第三人民医院）,三亚中心医院海南省第三人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-019d275ec0a803337282d3a0c06b7c4c,三亚中心医院（海南省第三人民医院）,药临床机构备字2020000023,海南省第三人民医院,海南省第三人民医院,parallel_name,official_source_reviewed,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-019d275ec0a803337282d3a0c06b7c4c,三亚中心医院（海南省第三人民医院）,药临床机构备字2020000023,三亚中心医院,三亚中心医院,official_variant,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-01b102bec0a803331ea32189f63ef53a,天津医科大学第二医院,药临床机构备字2020000186,天津医科大学第二医院,天津医科大学第二医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=3&pageSize=100,2026-09-05,,
cnha-cfdi-01b102bec0a803331ea32189f63ef53a,天津医科大学第二医院,药临床机构备字2020000186,The Second Hospital of Tianjin Medical University,thesecondhospitaloftianjinmedicaluniversity,english_name,official_source_reviewed,https://gs.tmu.edu.cn/_upload/article/files/25/92/b1ddeac8440d816796748f7f9544/6b270462-3758-4b0a-85f4-f306c880f31e.pdf,2026-09-05,,
cnha-cfdi-01ce64fbc0a8033311bb8697e65ed7a2,西安市第一医院,药临床机构备字2021000158,西安市第一医院,西安市第一医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=11&pageSize=100,2026-09-05,,
cnha-cfdi-01e7c530c0a8033376dfcfbb36aca1e9,中山大学附属第八医院（深圳福田）,药临床机构备字2020000922,中山大学附属第八医院（深圳福田）,中山大学附属第八医院深圳福田,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=10&pageSize=100,2026-09-05,,
cnha-cfdi-01e8a04dc0a803333b7a357bca186d73,许昌市中心医院,药临床机构备字2023000002,许昌市中心医院,许昌市中心医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=13&pageSize=100,2026-09-05,,
cnha-cfdi-0200cd89c0a8033354de4fd0c517c12a,合肥市第四人民医院,药临床机构备字2020000893,合肥市第四人民医院,合肥市第四人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,,
cnha-cfdi-02025899c0a8033333fd920d992c9cd2,长春肿瘤医院,药临床机构备字2020000064,长春肿瘤医院,长春肿瘤医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-0204cf4ec0a8033354aff48acff76e63,襄阳市中医医院（襄阳市中医药研究所）,药临床机构备字2025000175,襄阳市中医医院（襄阳市中医药研究所）,襄阳市中医医院襄阳市中医药研究所,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,2026-09-05,,
cnha-cfdi-0204cf4ec0a8033354aff48acff76e63,襄阳市中医医院（襄阳市中医药研究所）,药临床机构备字2025000175,襄阳市中医医院,襄阳市中医医院,official_variant,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,2026-09-05,,
cnha-cfdi-020b6b97c0a8033343681575b8b0d5ac,吉林省神经精神病医院,药临床机构备字2020000289,吉林省神经精神病医院,吉林省神经精神病医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=4&pageSize=100,2026-09-05,,
cnha-cfdi-0214f190c0a80333202c87af1b34eb9b,国家电网公司北京电力医院,药临床机构备字2026000078,国家电网公司北京电力医院,国家电网公司北京电力医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=20&pageSize=100,2026-09-05,,
cnha-cfdi-021e8132c0a8033359bc9e716a57d0a7,南方医科大学中西医结合医院,药临床机构备字2020000116,南方医科大学中西医结合医院,南方医科大学中西医结合医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-0222d222c0a8033311f46719292466bc,眉山心脑血管病医院,药临床机构备字2023000097,眉山心脑血管病医院,眉山心脑血管病医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,,
cnha-cfdi-022b91abc0a80333197322ee9d3a890c,河北北方学院附属第一医院,药临床机构备字2020000375,河北北方学院附属第一医院,河北北方学院附属第一医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=5&pageSize=100,2026-09-05,,
cnha-cfdi-022bf75fc0a803330ffcffa38d6c9668,宜昌市第三人民医院,药临床机构备字2024000039,宜昌市第三人民医院,宜昌市第三人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=15&pageSize=100,2026-09-05,,
cnha-cfdi-022df06fc0a8033317b33e6c341915b7,重庆医科大学附属口腔医院,药临床机构备字2020000094,重庆医科大学附属口腔医院,重庆医科大学附属口腔医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-0237f8e8c0a80333500b0a40443b715e,福建省疾病预防控制中心,药临床机构备字2022000175,福建省疾病预防控制中心,福建省疾病预防控制中心,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=13&pageSize=100,2026-09-05,,
cnha-cfdi-023ca52ec0a8033358655f82b112f925,晋江市医院（上海市第六人民医院福建医院）,药临床机构备字2024000128,晋江市医院（上海市第六人民医院福建医院）,晋江市医院上海市第六人民医院福建医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-023ca52ec0a8033358655f82b112f925,晋江市医院（上海市第六人民医院福建医院）,药临床机构备字2024000128,上海市第六人民医院福建医院,上海市第六人民医院福建医院,parallel_name,official_source_reviewed,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-023ca52ec0a8033358655f82b112f925,晋江市医院（上海市第六人民医院福建医院）,药临床机构备字2024000128,晋江市医院,晋江市医院,official_variant,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-023da477c0a803335767db9fc2de4af4,定州市人民医院,药临床机构备字2023000104,定州市人民医院,定州市人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,,
cnha-cfdi-023f6dedc0a803337691c8e5528d9e23,庆阳市中医医院,药临床机构备字2024000035,庆阳市中医医院,庆阳市中医医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=15&pageSize=100,2026-09-05,,
cnha-cfdi-02431fbec0a8033378d62a922815684b,太原市第四人民医院（太原市结核病医院）,药临床机构备字2020000071,太原市第四人民医院（太原市结核病医院）,太原市第四人民医院太原市结核病医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-02431fbec0a8033378d62a922815684b,太原市第四人民医院（太原市结核病医院）,药临床机构备字2020000071,太原市结核病医院,太原市结核病医院,parallel_name,official_source_reviewed,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-02431fbec0a8033378d62a922815684b,太原市第四人民医院（太原市结核病医院）,药临床机构备字2020000071,太原市第四人民医院,太原市第四人民医院,official_variant,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=2&pageSize=100,2026-09-05,,
cnha-cfdi-0243ea7bc0a80333604f1c1845b6c2ca,北京怀柔医院,药临床机构备字2024000199,北京怀柔医院,北京怀柔医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=17&pageSize=100,2026-09-05,,
cnha-cfdi-0246c649c0a803337beebd552ff02aed,烟台市莱阳中心医院,药临床机构备字2024000087,烟台市莱阳中心医院,烟台市莱阳中心医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-0255932fc0a8033304d8d37f23b83a07,西电集团医院,药临床机构备字2020000755,西电集团医院,西电集团医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=8&pageSize=100,2026-09-05,,
cnha-cfdi-025e0d70c0a803331b14c3a75e70769d,昌吉市人民医院,药临床机构备字2025000065,昌吉市人民医院,昌吉市人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,2026-09-05,,
cnha-cfdi-026da985c0a803330344ad79f9f50b3e,泉州市第一医院,药临床机构备字2020000844,泉州市第一医院,泉州市第一医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,,
cnha-cfdi-02938fd2c0a803335ba593d7d4dace72,中国人民解放军火箭军特色医学中心,药临床机构备字2020000777,中国人民解放军火箭军特色医学中心,中国人民解放军火箭军特色医学中心,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=8&pageSize=100,2026-09-05,,
cnha-cfdi-02943794c0a80333107ca198e86e5766,中国中医科学院眼科医院,药临床机构备字2020000293,中国中医科学院眼科医院,中国中医科学院眼科医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=4&pageSize=100,2026-09-05,,
cnha-cfdi-029677b0c0a803330e12f88987a987ae,成都大学附属医院,药临床机构备字2020000401,成都大学附属医院,成都大学附属医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=5&pageSize=100,2026-09-05,,
cnha-cfdi-029c782dc0a803337234b2440a735dec,江油市第二人民医院,药临床机构备字2023000172,江油市第二人民医院,江油市第二人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,,
cnha-cfdi-02ae8d29c0a8033332c4aa22017e5f97,邢台市人民医院,药临床机构备字2020000345,邢台市人民医院,邢台市人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=5&pageSize=100,2026-09-05,,
cnha-cfdi-02bbb58bc0a8033357a4ad26c04c44ea,赤峰市宁城县中心医院,药临床机构备字2024000157,赤峰市宁城县中心医院,赤峰市宁城县中心医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-02c48e10c0a8033368ae38aa591fc2a8,中国中医科学院广安门医院  中国中医科学院第二临床医药研究所,药临床机构备字2020000362,中国中医科学院广安门医院  中国中医科学院第二临床医药研究所,中国中医科学院广安门医院中国中医科学院第二临床医药研究所,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=5&pageSize=100,2026-09-05,,
cnha-cfdi-02d4049dc0a80333634b885f68167bfb,昆明医科大学第一附属医院,药临床机构备字2020000797,昆明医科大学第一附属医院,昆明医科大学第一附属医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,,
cnha-cfdi-02d59fd4c0a803332d9aad409e9fd2f1,沭阳中医院,药临床机构备字2023000151,沭阳中医院,沭阳中医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,,
cnha-cfdi-02e7231ec0a80333522bb946bf7fc385,阜阳市人民医院,药临床机构备字2020000646,阜阳市人民医院,阜阳市人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=7&pageSize=100,2026-09-05,,
cnha-cfdi-03069df4c0a80333388554deff76c9fa,安庆市立医院,药临床机构备字2020000877,安庆市立医院,安庆市立医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,,
cnha-cfdi-030e3777c0a803332a22e1cf224a4335,南京医科大学第二附属医院,药临床机构备字2020000793,南京医科大学第二附属医院,南京医科大学第二附属医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,2026-09-05,,
cnha-cfdi-031536cec0a8033363ea666bb0e4781c,苏州市相城人民医院,药临床机构备字2023000238,苏州市相城人民医院,苏州市相城人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=15&pageSize=100,2026-09-05,,
cnha-cfdi-031ca1c1c0a803331d96ff47bec14a8f,无锡市中医医院,药临床机构备字2020000705,无锡市中医医院,无锡市中医医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=8&pageSize=100,2026-09-05,,
cnha-cfdi-034b5767c0a803337498df639f33cbd4,陕西省第二人民医院,药临床机构备字2021000068,陕西省第二人民医院,陕西省第二人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=11&pageSize=100,2026-09-05,,
cnha-cfdi-0355c74dc0a803332d9ba47afbee6005,保山市人民医院,药临床机构备字2023000133,保山市人民医院,保山市人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,,
cnha-cfdi-035af3a9c0a80333643874c85a536742,成都医学院第一附属医院,药临床机构备字2019000013,成都医学院第一附属医院,成都医学院第一附属医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=1&pageSize=100,2026-09-05,,
cnha-cfdi-0368c31ec0a803332e3a00811faed34d,宾县人民医院  (宾县医共体总医院）,药临床机构备字2024000191,宾县人民医院  (宾县医共体总医院）,宾县人民医院宾县医共体总医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-0368c31ec0a803332e3a00811faed34d,宾县人民医院  (宾县医共体总医院）,药临床机构备字2024000191,宾县人民医院,宾县人民医院,official_variant,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=16&pageSize=100,2026-09-05,,
cnha-cfdi-036d0cf0c0a803335c983c2912bce8ae,惠阳三和医院（有限合伙）,药临床机构备字2025000100,惠阳三和医院（有限合伙）,惠阳三和医院有限合伙,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,2026-09-05,,
cnha-cfdi-0370a829c0a803335db2d5840813ff77,蚌埠市第三人民医院,药临床机构备字2025000238,蚌埠市第三人民医院,蚌埠市第三人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,2026-09-05,,
cnha-cfdi-037384d3c0a803331f397cbb06c31c7e,宁波市第六医院,药临床机构备字2023000086,宁波市第六医院,宁波市第六医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,,
cnha-cfdi-038a67adc0a803337563e67e5c65852d,郑州颐和医院,药临床机构备字2022000056,郑州颐和医院,郑州颐和医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-0390ecafc0a80333326f7b34484d06ef,北京市普仁医院,药临床机构备字2026000115,北京市普仁医院,北京市普仁医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=20&pageSize=100,2026-09-05,,
cnha-cfdi-03936a7cc0a803336ea258b096c459d4,中国中医科学院西苑医院,药临床机构备字2020000251,中国中医科学院西苑医院,中国中医科学院西苑医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=4&pageSize=100,2026-09-05,,
cnha-cfdi-03a3decec0a8033359ecc1313b33f17a,辉县市人民医院,药临床机构备字2021000155,辉县市人民医院,辉县市人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=11&pageSize=100,2026-09-05,,
cnha-cfdi-03b10e4fc0a8033303b0cf0fb68f7311,赤峰市中医蒙医医院,药临床机构备字2025000093,赤峰市中医蒙医医院,赤峰市中医蒙医医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,2026-09-05,,
cnha-cfdi-03bf148dc0a803331fb0bca49b01ac7c,山西省中西医结合医院,药临床机构备字2025000262,山西省中西医结合医院,山西省中西医结合医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,2026-09-05,,
cnha-cfdi-03c28f2ac0a80333185edae0e3e1674e,合肥市第三人民医院,药临床机构备字2022000086,合肥市第三人民医院,合肥市第三人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-03c69237c0a80333202442a9d46fa5e6,厦门莲花医院,药临床机构备字2020000009,厦门莲花医院,厦门莲花医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=1&pageSize=100,2026-09-05,,
cnha-cfdi-03d9294ec0a803333d17bf8d2370a3da,渑池县中医院,药临床机构备字2023000134,渑池县中医院,渑池县中医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,,
cnha-cfdi-03f9d88bc0a803334272a06029021712,中国人民解放军联勤保障部队第九二一医院,药临床机构备字2024000251,中国人民解放军联勤保障部队第九二一医院,中国人民解放军联勤保障部队第九二一医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=17&pageSize=100,2026-09-05,,
cnha-cfdi-03feefe3c0a8033316ea5c4f2597b74b,镇江市第一人民医院,药临床机构备字2025000109,镇江市第一人民医院,镇江市第一人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,2026-09-05,,
cnha-cfdi-041e5f99c0a803331607b70a8193db2c,江苏省肿瘤医院,药临床机构备字2020000455,江苏省肿瘤医院,江苏省肿瘤医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=6&pageSize=100,2026-09-05,,
cnha-cfdi-0421f394c0a803336b91a71ce217cd8f,钦州市第一人民医院临床试验机构,药临床机构备字2022000031,钦州市第一人民医院临床试验机构,钦州市第一人民医院临床试验机构,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-042323dec0a8033323262e1b2d9a6d4c,威海市妇幼保健院,药临床机构备字2020000962,威海市妇幼保健院,威海市妇幼保健院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=10&pageSize=100,2026-09-05,,
cnha-cfdi-043bef52c0a803330ce5f152a86be7d4,通江县人民医院,药临床机构备字2025000240,通江县人民医院,通江县人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,2026-09-05,,
cnha-cfdi-04e3be8bc0a80333183ed2b535c3e007,邢台市骨科医院（华北医疗健康集团邢台总医院  华北医疗健康集团邢台总医院互联网医院）,药临床机构备字2019000053,邢台市骨科医院（华北医疗健康集团邢台总医院  华北医疗健康集团邢台总医院互联网医院）,邢台市骨科医院华北医疗健康集团邢台总医院华北医疗健康集团邢台总医院互联网医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=1&pageSize=100,2026-09-05,,
cnha-cfdi-04e3be8bc0a80333183ed2b535c3e007,邢台市骨科医院（华北医疗健康集团邢台总医院  华北医疗健康集团邢台总医院互联网医院）,药临床机构备字2019000053,邢台市骨科医院,邢台市骨科医院,official_variant,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=1&pageSize=100,2026-09-05,,
cnha-cfdi-0511a7ffc0a8033320dbb7952f85ac4f,上海市同济医院,药临床机构备字2019000067,上海市同济医院,上海市同济医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=1&pageSize=100,2026-09-05,,
cnha-cfdi-0515eef5c0a803336e2451ec7e1792b5,哈尔滨市第一医院,药临床机构备字2020000699,哈尔滨市第一医院,哈尔滨市第一医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=8&pageSize=100,2026-09-05,,
cnha-cfdi-052330b2c0a803332a21bd2f3abf8182,常德市第四人民医院,药临床机构备字2025000052,常德市第四人民医院,常德市第四人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=17&pageSize=100,2026-09-05,,
cnha-cfdi-06031012c0a8033324b22f495b5777c1,鲁山县人民医院,药临床机构备字2022000067,鲁山县人民医院,鲁山县人民医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=12&pageSize=100,2026-09-05,,
cnha-cfdi-062bdb4dc0a8033379c07027f5ac65af,抚顺市中心医院(抚顺市临床检验中心、抚顺市急救中心),药临床机构备字2025000275,抚顺市中心医院(抚顺市临床检验中心、抚顺市急救中心),抚顺市中心医院抚顺市临床检验中心、抚顺市急救中心,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,2026-09-05,,
cnha-cfdi-06415a3cc0a80333586f41d31f8a5dbe,中国科学院合肥肿瘤医院,药临床机构备字2023000071,中国科学院合肥肿瘤医院,中国科学院合肥肿瘤医院,canonical,official_filing,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=14&pageSize=100,2026-09-05,,
