hospital_id,official_name,candidate_alias,source_url,status,reason
cnha-cfdi-44ebe5c4c0a803336bc8983c0c7855fd,长沙市妇幼保健院（长沙市妇幼保健计划生育服务中心）,长沙市妇幼保健计划生育服务中心,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=11&pageSize=100,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4513d0e5c0a80333752f89bce81d221b,天津市安定医院,Tianjin Anding Hospital,https://ror.org/011n2s048,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4513d0e5c0a80333752f89bce81d221b,天津市安定医院,Tianjin Mental Health Center,https://ror.org/011n2s048,review_required,Reference-only name; not approved for resolution
cnha-cfdi-458e8225c0a803335ec2506c0d2b3ce8,常州市第二人民医院,Changzhou No.2 People's Hospital,https://ror.org/04bkhy554,review_required,Reference-only name; not approved for resolution
cnha-cfdi-45e31950c0a80333157eaf9ead1b853b,北京大学深圳医院,Peking University Shenzhen Hospital,https://ror.org/03kkjyb15,review_required,Reference-only name; not approved for resolution
cnha-cfdi-45e31950c0a80333157eaf9ead1b853b,北京大学深圳医院,Shenzhen Central Hospital,https://ror.org/03kkjyb15,review_required,Reference-only name; not approved for resolution
cnha-cfdi-464b547ac0a8033331338d0e08e74859,川北医学院附属医院,Affiliated Hospital of North Sichuan Medical College,https://ror.org/01673gn35,review_required,Reference-only name; not approved for resolution
cnha-cfdi-473fe7d4c0a80333369e1812752d6f58,汕头市中心医院,Affiliated Hospital of Shantou,https://ror.org/04jmrra88,review_required,Reference-only name; not approved for resolution
cnha-cfdi-473fe7d4c0a80333369e1812752d6f58,汕头市中心医院,Shantou Central Hospital,https://ror.org/04jmrra88,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4754f3d4c0a803331cd8fdb4f4406ac0,揭阳市人民医院（中山大学附属揭阳医院）,Jieyang People's Hospital,https://ror.org/03mpy3k07,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4754f3d4c0a803331cd8fdb4f4406ac0,揭阳市人民医院（中山大学附属揭阳医院）,Sun Yat-sen University Affiliated Jieyang Hospital,https://ror.org/03mpy3k07,review_required,Reference-only name; not approved for resolution
cnha-cfdi-478db37ec0a803334631163ec9328565,宁夏医科大学总医院,Ningxia Medical University General Hospital,https://ror.org/049dkqr57,review_required,Reference-only name; not approved for resolution
cnha-cfdi-49af8e67c0a803336507a7bb3f8db7bc,上海交通大学医学院附属瑞金医院,Guǎngcí Yīyuàn,https://ror.org/01hv94n30,review_required,Reference-only name; not approved for resolution
cnha-cfdi-49af8e67c0a803336507a7bb3f8db7bc,上海交通大学医学院附属瑞金医院,Ruijin Hospital,https://ror.org/01hv94n30,review_required,Reference-only name; not approved for resolution
cnha-cfdi-49af8e67c0a803336507a7bb3f8db7bc,上海交通大学医学院附属瑞金医院,Ruìjīn Yīyuàn,https://ror.org/01hv94n30,review_required,Reference-only name; not approved for resolution
cnha-cfdi-49af8e67c0a803336507a7bb3f8db7bc,上海交通大学医学院附属瑞金医院,St. Marie Hospital,https://ror.org/01hv94n30,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4a7f74e8c0a8033314a7aadf1c8aa2b7,大连医科大学附属第一医院,First Affiliated Hospital of Dalian Medical University,https://ror.org/055w74b96,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4ab33e0bc0a8033302630a51547a45f3,哈尔滨医科大学附属肿瘤医院、哈尔滨医科大学附属第三医院、哈尔滨医科大学第三临床医学院、黑龙江省肿瘤医院,哈尔滨医科大学第三临床医学院,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=3&pageSize=100,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4ab33e0bc0a8033302630a51547a45f3,哈尔滨医科大学附属肿瘤医院、哈尔滨医科大学附属第三医院、哈尔滨医科大学第三临床医学院、黑龙江省肿瘤医院,Third Affiliated Hospital of Harbin Medical University,https://ror.org/01f77gp95,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4ab33e0bc0a8033302630a51547a45f3,哈尔滨医科大学附属肿瘤医院、哈尔滨医科大学附属第三医院、哈尔滨医科大学第三临床医学院、黑龙江省肿瘤医院,哈尔滨医科大学第三临床医学院,https://ror.org/01f77gp95,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4af055fbc0a8033321f03a33eb4d0fc2,山东第一医科大学第一附属医院（山东省千佛山医院）,Shandong Provincial QianFoShan Hospital,https://ror.org/03wnrsb51,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4b02cdbcc0a803336e9d94419358241e,上海市精神卫生中心,SMHC,https://ror.org/05bd2wa15,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4b02cdbcc0a803336e9d94419358241e,上海市精神卫生中心,Shanghai Mental Health Center,https://ror.org/05bd2wa15,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4b02cdbcc0a803336e9d94419358241e,上海市精神卫生中心,Shanghai Psychiatric Hospital,https://ror.org/05bd2wa15,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4b02cdbcc0a803336e9d94419358241e,上海市精神卫生中心,Shanghai Psychological Consultative Center,https://ror.org/05bd2wa15,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4b83d9e7c0a803334076ba9db495e4b9,威海市立医院,Weihai Municipal Hospital,https://ror.org/03vpa9q11,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4e9c2119c0a8033379c5d32b60a98c58,渭南市中心医院,Weinan Central Hospital,https://ror.org/02jkgv284,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4f0ed4cac0a803333ee9974b1e6f6636,新疆维吾尔自治区人民医院,People's Hospital of Xinjiang Uygur Autonomous Region,https://ror.org/02r247g67,review_required,Reference-only name; not approved for resolution
cnha-cfdi-4fa345fec0a803330ff2441744c11a4a,登封市人民医院（登封市总医院）,登封市总医院,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,review_required,Reference-only name; not approved for resolution
cnha-cfdi-51264b97c0a803335a11041859470683,安阳市眼科医院,Anyang Eye Hospital,https://ror.org/01a7g4m79,review_required,Reference-only name; not approved for resolution
cnha-cfdi-52101297c0a8033368e548da094d0bcc,青海省藏医院,Qinghai Tibetan Hospital,https://ror.org/03mmka096,review_required,Reference-only name; not approved for resolution
cnha-cfdi-522ea2e9c0a8033328b3052f21083b94,内蒙古医科大学附属医院,Affiliated Hospital of Inner Mongolia Medical College,https://ror.org/038ygd080,review_required,Reference-only name; not approved for resolution
cnha-cfdi-522ea2e9c0a8033328b3052f21083b94,内蒙古医科大学附属医院,Inner Mongolia Medical College Hospital,https://ror.org/038ygd080,review_required,Reference-only name; not approved for resolution
cnha-cfdi-556fc35ac0a8033337b37344bce4537d,绵阳市中心医院,Mianyang Central Hospital,https://ror.org/00s528j33,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5577712bc0a8033304fcb807dbd904e0,甘肃省人民医院,Gansu Provincial Hospital,https://ror.org/02axars19,review_required,Reference-only name; not approved for resolution
cnha-cfdi-558f64c8c0a803333b2960fdbcb95bb7,内蒙古自治区人民医院,IMPH,https://ror.org/02yng3249,review_required,Reference-only name; not approved for resolution
cnha-cfdi-558f64c8c0a803333b2960fdbcb95bb7,内蒙古自治区人民医院,Inner Mongolia Autonomous Region People's Hospital,https://ror.org/02yng3249,review_required,Reference-only name; not approved for resolution
cnha-cfdi-558f64c8c0a803333b2960fdbcb95bb7,内蒙古自治区人民医院,Inner Mongolia People's Hospital,https://ror.org/02yng3249,review_required,Reference-only name; not approved for resolution
cnha-cfdi-55a50612c0a80333003733d3d6e16f10,宁波市第二医院,HuaMei Hospital,https://ror.org/01apc5d07,review_required,Reference-only name; not approved for resolution
cnha-cfdi-55a50612c0a80333003733d3d6e16f10,宁波市第二医院,"Hwa Mei Hospital, University of Chinese Academy of Sciences",https://ror.org/01apc5d07,review_required,Reference-only name; not approved for resolution
cnha-cfdi-55a50612c0a80333003733d3d6e16f10,宁波市第二医院,HwaMei Hospital,https://ror.org/01apc5d07,review_required,Reference-only name; not approved for resolution
cnha-cfdi-55a50612c0a80333003733d3d6e16f10,宁波市第二医院,Ningbo No. 2 Hospital,https://ror.org/01apc5d07,review_required,Reference-only name; not approved for resolution
cnha-cfdi-55a50612c0a80333003733d3d6e16f10,宁波市第二医院,Ramada Hospital,https://ror.org/01apc5d07,review_required,Reference-only name; not approved for resolution
cnha-cfdi-55d75901c0a8033318658d9a04561618,贵阳市第一人民医院,The First People's Hospital of Guiyang,https://ror.org/043hxea55,review_required,Reference-only name; not approved for resolution
cnha-cfdi-55dcf7d2c0a8033343c3319e939e4d05,陕西中医药大学附属医院,Affiliated Hospital of Shaanxi University of Chinese Medicine,https://ror.org/041v5th48,review_required,Reference-only name; not approved for resolution
cnha-cfdi-55dcf7d2c0a8033343c3319e939e4d05,陕西中医药大学附属医院,Affiliated Hospital of Shaanxi University of Traditional Chinese Medicine,https://ror.org/041v5th48,review_required,Reference-only name; not approved for resolution
cnha-cfdi-56692f49c0a803335013e3da1634f3d6,南方医科大学第三附属医院、广东省骨科医院,Third Affiliated Hospital of Southern Medical University,https://ror.org/0050r1b65,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5688a594c0a8033332d74ef231918790,赤峰市医院,Chifeng Municipal Hospital,https://ror.org/02j136k79,review_required,Reference-only name; not approved for resolution
cnha-cfdi-56984763c0a803336779babb6fc8fa42,南昌大学第一附属医院,First Affiliated Hospital of Nanchang University,https://ror.org/05gbwr869,review_required,Reference-only name; not approved for resolution
cnha-cfdi-56a3e579c0a8033316c03e0005d96bba,温州市第七人民医院,Wenzhou Seventh People's Hospital,https://ror.org/047hegk60,review_required,Reference-only name; not approved for resolution
cnha-cfdi-56aefbecc0a8033339b855884e059fac,泰达国际心血管病医院,TEDA International Cardiovascular Hospital,https://ror.org/0247xav12,review_required,Reference-only name; not approved for resolution
cnha-cfdi-58255b82c0a8033308b1da6c85fd0870,徐州市妇幼保健院,Maternal and Child Health Hospital of Xuzhou,https://ror.org/05nfdhr48,review_required,Reference-only name; not approved for resolution
cnha-cfdi-58255b82c0a8033308b1da6c85fd0870,徐州市妇幼保健院,Xuzhou MCH,https://ror.org/05nfdhr48,review_required,Reference-only name; not approved for resolution
cnha-cfdi-583d67e0c0a803331ff29cfe5c8fdebd,深圳市人民医院,2nd Clinical Medical College of Jinan University,https://ror.org/01hcefx46,review_required,Reference-only name; not approved for resolution
cnha-cfdi-583d67e0c0a803331ff29cfe5c8fdebd,深圳市人民医院,Bao'an County People's Hospital,https://ror.org/01hcefx46,review_required,Reference-only name; not approved for resolution
cnha-cfdi-583d67e0c0a803331ff29cfe5c8fdebd,深圳市人民医院,ShenZhen People’s Hospital,https://ror.org/01hcefx46,review_required,Reference-only name; not approved for resolution
cnha-cfdi-58e6f846c0a803330889b4ac03b6bd5f,咸阳市第一人民医院,First People's Hospital of Xianyang,https://ror.org/0171pkj22,review_required,Reference-only name; not approved for resolution
cnha-cfdi-58e6f846c0a803330889b4ac03b6bd5f,咸阳市第一人民医院,The First People's Hospital of Xianyang,https://ror.org/0171pkj22,review_required,Reference-only name; not approved for resolution
cnha-cfdi-58e6f846c0a803330889b4ac03b6bd5f,咸阳市第一人民医院,Xianyang First People's Hospital,https://ror.org/0171pkj22,review_required,Reference-only name; not approved for resolution
cnha-cfdi-59ab496ec0a8033369c6dc64de81f975,湖南省人民医院（湖南师范大学附属第一医院）,Hunan Provincial People's Hospital,https://ror.org/03wwr4r78,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5a804228c0a8033331181ae6708a5cad,广州市胸科医院,Guangzhou Chest Hospital,https://ror.org/04szr1369,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5a977001c0a803332e59a866f980f41f,郑州大学第三附属医院,Third Affiliated Hospital of Zhengzhou University,https://ror.org/039nw9e11,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5a9b087bc0a803337e94e03983195adc,山西省人民医院,Shanxi Provincial People’s Hospital,https://ror.org/057ckzt47,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5bab55c5c0a80333610579ad125f6ac3,恩施土家族苗族自治州中心医院,The Central Hospital of Enshi Tujia and Miao Autonomous Prefecture,https://ror.org/01s12ye51,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5bc5271cc0a80333216d3eb98f39844f,湖北省肿瘤医院,HBCH,https://ror.org/05p38yh32,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5c297385c0a803334317fc3900954e03,包头市中心医院,Baotou Central Hospital,https://ror.org/031pkxq11,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5f712753c0a803331d370b9b32d5890f,杭州市临安区第一人民医院（杭州市临安区第一人民医院医共体）,杭州市临安区第一人民医院医共体,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=18&pageSize=100,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5f7fb650c0a803337cdca078ffbae3a2,佛山市妇幼保健院,Foshan Branch of Guangdong Provincial Maternal and Child Health Care Hospital,https://ror.org/00rg8e315,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5f7fb650c0a803337cdca078ffbae3a2,佛山市妇幼保健院,Foshan MCH,https://ror.org/00rg8e315,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5f7fb650c0a803337cdca078ffbae3a2,佛山市妇幼保健院,Foshan Maternity and Child Health Care Hospital,https://ror.org/00rg8e315,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5fa1b83ec0a803333f2b2d82ab77ebfe,复旦大学附属华山医院,Huashan Hospital,https://ror.org/05201qm87,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5fd1e49ac0a803333857e5c171409a33,大连市第三人民医院,The Third People's Hospital of Dalian City,https://ror.org/01kr9ze74,review_required,Reference-only name; not approved for resolution
cnha-cfdi-5ff16d56c0a8033301369ae7065da1cc,青岛市中医医院（青岛市海慈医院，青岛市康复医学研究所）,青岛市康复医学研究所,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=9&pageSize=100,review_required,Reference-only name; not approved for resolution
cnha-cfdi-601a3506c0a803332c09e912a6ed6a6f,山东中医药大学附属医院,Affiliated Hospital of Shandong University of Traditional Chinese Medicine,https://ror.org/052q26725,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6021cae6c0a803330526f86552ac3b0f,安阳市肿瘤医院,Anyang Tumor Hospital,https://ror.org/01hs21r74,review_required,Reference-only name; not approved for resolution
cnha-cfdi-60f5b325c0a803331a6f8a0d94e41c3c,武汉市中西医结合医院（武汉市第一医院）,Wuhan No.1 Hospital,https://ror.org/021ty3131,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6353ff43c0a803336cbef04cd7956567,北京市顺义区医院,Beijing Shunyi District Hospital,https://ror.org/01xwm1a56,review_required,Reference-only name; not approved for resolution
cnha-cfdi-637b975dc0a803333264020224c4f75d,陕西省人民医院,Shaanxi Provincial People's Hospital,https://ror.org/009czp143,review_required,Reference-only name; not approved for resolution
cnha-cfdi-637b975dc0a803333264020224c4f75d,陕西省人民医院,Third Affiliated Hospital of Xi'an Jiaotong University,https://ror.org/009czp143,review_required,Reference-only name; not approved for resolution
cnha-cfdi-645d8541c0a8033356127b1b254f2668,衡水市人民医院（哈励逊国际和平医院）,Harrison International Peace Hospital,https://ror.org/03kgydk02,review_required,Reference-only name; not approved for resolution
cnha-cfdi-67686738c0a803330b2a06e4664d1d5f,淄博市中心医院,Central Hospital of Zibo,https://ror.org/04n3h0p93,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6871630cc0a803330daafd3f80189bd7,沈阳市第六人民医院（沈阳市传染病医院）,The Sixth People's Hospital of Shenyang,https://ror.org/0524grj14,review_required,Reference-only name; not approved for resolution
cnha-cfdi-698c53f4c0a803330feb1f8e3ea3b91b,沈阳市第四人民医院,Shenyang The Fourth Hospital of People,https://ror.org/05m9m3d82,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6bebda94c0a803333a899a0522a5a8fc,中山大学附属第一医院广西医院,GXH-FAH-SYSU,https://ror.org/027pjy323,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6bebda94c0a803333a899a0522a5a8fc,中山大学附属第一医院广西医院,Guangxi Hospital Division of The First Affiliated Hospital,https://ror.org/027pjy323,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6bebda94c0a803333a899a0522a5a8fc,中山大学附属第一医院广西医院,"Guangxi Hospital Division of The First Affiliated Hospital, Sun Yat-sen University",https://ror.org/027pjy323,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6d24fd09c0a8033368f413f801d34c05,北京爱尔英智眼科医院,Beijing Aier Eye Hospital,https://ror.org/03yvmd717,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6d24fd09c0a8033368f413f801d34c05,北京爱尔英智眼科医院,Beijing Aier Intech Eye Hospital,https://ror.org/03yvmd717,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6d24fd09c0a8033368f413f801d34c05,北京爱尔英智眼科医院,北京爱尔眼科医院,https://ror.org/03yvmd717,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6d86801dc0a8033309fe64ed2f53a5f6,上海中医药大学附属龙华医院,Longhua Hospital Shanghai University of Traditional Chinese Medicine,https://ror.org/016yezh07,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6dae90ddc0a803335e342eb63d0590c0,南京市中医院,Nanjing Hospital of TCM,https://ror.org/016k98t76,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6dae90ddc0a803335e342eb63d0590c0,南京市中医院,Nanjing Traditional Chinese Medicine Hospital,https://ror.org/016k98t76,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6dae90ddc0a803335e342eb63d0590c0,南京市中医院,Third Affiliated Hospital of Nanjing Medical University,https://ror.org/016k98t76,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6dbec404c0a803332f72931bc454ee4e,北京肿瘤医院、北京大学肿瘤医院、北京大学肿瘤医院互联网医院,北京大学肿瘤医院互联网医院,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=1&pageSize=100,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6dbec404c0a803332f72931bc454ee4e,北京肿瘤医院、北京大学肿瘤医院、北京大学肿瘤医院互联网医院,Beijing Institute for Cancer Research,https://ror.org/00nyxxr91,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6dbec404c0a803332f72931bc454ee4e,北京肿瘤医院、北京大学肿瘤医院、北京大学肿瘤医院互联网医院,Peking University School of Oncology,https://ror.org/00nyxxr91,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6e097590c0a803337ad35f0dd5f34ba6,中山市博爱医院（中山市妇幼保健院）,Boai Hospital of Zhongshan,https://ror.org/0440kgc56,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6ec7f323c0a8033357cd9d8a9faa7c45,青海大学附属医院,QUAH,https://ror.org/000j1tr86,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6ec7f323c0a8033357cd9d8a9faa7c45,青海大学附属医院,Qinghai University Affiliated Hospital,https://ror.org/000j1tr86,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6ef3ba1fc0a803335a951950d4a738de,安徽医科大学第二附属医院,Second Affiliated Hospital of Anhui Medical University,https://ror.org/047aw1y82,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6ef3ba1fc0a803335a951950d4a738de,安徽医科大学第二附属医院,Second Hospital of Anhui Medical University,https://ror.org/047aw1y82,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6f0f5fcbc0a80333441420e40a83ed4b,北京中医医院内蒙古医院（巴彦淖尔市中医医院、巴彦淖尔市中医药研究所）,巴彦淖尔市中医药研究所,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=15&pageSize=100,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6f123361c0a8033301dca0f48216c258,成都市第二人民医院、成都市第二人民医院皮肤病医院、四川仁济医院、成都市第二人民医院互联网医院,成都市第二人民医院互联网医院,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=8&pageSize=100,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6f123361c0a8033301dca0f48216c258,成都市第二人民医院、成都市第二人民医院皮肤病医院、四川仁济医院、成都市第二人民医院互联网医院,CSPH,https://ror.org/02q28q956,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6f123361c0a8033301dca0f48216c258,成都市第二人民医院、成都市第二人民医院皮肤病医院、四川仁济医院、成都市第二人民医院互联网医院,Chengdu Second People's Hospital,https://ror.org/02q28q956,review_required,Reference-only name; not approved for resolution
cnha-cfdi-6fa97338c0a80333236fb8630457acfa,北大荒集团总医院(黑龙江省第二肿瘤医院、北大荒集团总医院互联网医院）,北大荒集团总医院互联网医院,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=19&pageSize=100,review_required,Reference-only name; not approved for resolution
cnha-cfdi-71459876c0a803331478331a585293db,云南省第三人民医院,Third People's Hospital of Yunnan Province,https://ror.org/0555qme52,review_required,Reference-only name; not approved for resolution
cnha-cfdi-71459876c0a803331478331a585293db,云南省第三人民医院,Yunnan Third People's Hospital,https://ror.org/0555qme52,review_required,Reference-only name; not approved for resolution
cnha-cfdi-72402946c0a80333358e0b3c7b0e665c,河北医科大学第四医院（河北省肿瘤医院）,Fourth Hospital of Hebei Medical University,https://ror.org/01mdjbm03,review_required,Reference-only name; not approved for resolution
cnha-cfdi-72402946c0a80333358e0b3c7b0e665c,河北医科大学第四医院（河北省肿瘤医院）,Tumor Hospital of Hebei,https://ror.org/01mdjbm03,review_required,Reference-only name; not approved for resolution
cnha-cfdi-73493c6ec0a803331cb2c67e96698d50,保山市隆阳区妇幼保健院(保山市隆阳区妇幼保健计划生育服务中心、保山市隆阳区妇女儿童医院),保山市隆阳区妇幼保健计划生育服务中心,https://beian.cfdi.org.cn/CTMDS/pub/PUB010100.do?method=handle06&curPage=21&pageSize=100,review_required,Reference-only name; not approved for resolution
cnha-cfdi-7cd5f605c0a8033313b6b64d97e193fe,台州市第一人民医院,First People's Hospital Taizhou,https://ror.org/04jyt7608,review_required,Reference-only name; not approved for resolution
cnha-cfdi-7cd5f605c0a8033313b6b64d97e193fe,台州市第一人民医院,Hospital of Wenzhou Medical College Huangyan,https://ror.org/04jyt7608,review_required,Reference-only name; not approved for resolution
cnha-cfdi-7cd5f605c0a8033313b6b64d97e193fe,台州市第一人民医院,Taizhou First People's Hospital,https://ror.org/04jyt7608,review_required,Reference-only name; not approved for resolution
cnha-cfdi-7cd8549ac0a803334bcbd7864a8c1a2c,郑州市中医院（郑州市红十字医院）,Zhengzhou City Hospital,https://ror.org/01z5evd58,review_required,Reference-only name; not approved for resolution
cnha-cfdi-7cd8549ac0a803334bcbd7864a8c1a2c,郑州市中医院（郑州市红十字医院）,Zhengzhou Red Cross Hospital,https://ror.org/01z5evd58,review_required,Reference-only name; not approved for resolution
cnha-cfdi-7cd8549ac0a803334bcbd7864a8c1a2c,郑州市中医院（郑州市红十字医院）,Zhengzhou Traditional Chinese Medicine Hospital,https://ror.org/01z5evd58,review_required,Reference-only name; not approved for resolution
cnha-cfdi-7ceaf23ec0a8033333aba3b60f0ec08c,荆州市中心医院（长江大学附属荆州医院）,Jingzhou Central Hospital,https://ror.org/04gnkpp77,review_required,Reference-only name; not approved for resolution
cnha-cfdi-7d137124c0a80333539fcd8a474e028d,武汉市金银潭医院（武汉市传染病医院）,Jinyintan Hospital,https://ror.org/038p1ty61,review_required,Reference-only name; not approved for resolution
cnha-cfdi-7d137124c0a80333539fcd8a474e028d,武汉市金银潭医院（武汉市传染病医院）,Wuhan Jinyintan Hospital,https://ror.org/038p1ty61,review_required,Reference-only name; not approved for resolution
cnha-cfdi-7d137124c0a80333539fcd8a474e028d,武汉市金银潭医院（武汉市传染病医院）,Wuhan Medical Treatment Center,https://ror.org/038p1ty61,review_required,Reference-only name; not approved for resolution
cnha-cfdi-7d91501ec0a8033358a9ffad44d0f532,四川省妇幼保健院,Maternal and Child Health Hospital of Sichuan Province,https://ror.org/02taaxx56,review_required,Reference-only name; not approved for resolution
cnha-cfdi-7d91501ec0a8033358a9ffad44d0f532,四川省妇幼保健院,Sichuan MCH,https://ror.org/02taaxx56,review_required,Reference-only name; not approved for resolution
cnha-cfdi-7d960a6cc0a803333c09ac6228e51753,福州大学附属省立医院,Fujian Provincial Hospital,https://ror.org/045wzwx52,review_required,Reference-only name; not approved for resolution
cnha-cfdi-80e0d7e7c0a803331dcf2361ad2b01f1,江苏省省级机关医院（南京医科大学附属老年医院）,Jiangsu Provincial Authorities Hospital,https://ror.org/02aj9jk84,review_required,Reference-only name; not approved for resolution
cnha-cfdi-81f985e5c0a803337f61a0d25febb6a6,广西中医药大学第一附属医院,The First Affiliated Hospital of Guangxi University of Traditional Chinese Medicine,https://ror.org/01qh7se39,review_required,Reference-only name; not approved for resolution
cnha-cfdi-8262816fc0a80333674bf72767903a94,武汉市中心医院,Central Hospital of Wuhan,https://ror.org/04qs2sz84,review_required,Reference-only name; not approved for resolution
cnha-cfdi-83c0860bc0a8033360f9794df56395fd,天津市第四中心医院,Tianjin Fourth Central Hospital,https://ror.org/02m9tqe79,review_required,Reference-only name; not approved for resolution
cnha-cfdi-8411957ac0a803331e837ff978318cf4,海南省人民医院,Hainan General Hospital,https://ror.org/030sr2v21,review_required,Reference-only name; not approved for resolution
cnha-cfdi-846375bac0a803337464390230129518,佛山市第二人民医院,Foshan Second People's Hospital,https://ror.org/03h7jyq46,review_required,Reference-only name; not approved for resolution
cnha-cfdi-84b6305fc0a80333497b86a456c5c545,新疆维吾尔自治区维吾尔医医院,Xinjiang Uygur Autonomous Region Uygur Medicine Hospital,https://ror.org/03t47sr41,review_required,Reference-only name; not approved for resolution
cnha-cfdi-84b6305fc0a80333497b86a456c5c545,新疆维吾尔自治区维吾尔医医院,Xinjiang Uygur Medicine Hospital,https://ror.org/03t47sr41,review_required,Reference-only name; not approved for resolution
cnha-cfdi-85eb4b82c0a803331df18fb4918e3bf6,中国科学技术大学附属第一医院（安徽省立医院）,Hefei Christ's Hospital,https://ror.org/03n5gdd09,review_required,Reference-only name; not approved for resolution
cnha-cfdi-85ebd49ec0a80333553a4190a0080ea0,赣州市人民医院,Ganzhou People's Hospital,https://ror.org/00r398124,review_required,Reference-only name; not approved for resolution
cnha-cfdi-873b5d46c0a803330a7612cc11addeb9,山西省汾阳医院,Shanxi Fenyang Hospital,https://ror.org/04xfjgw45,review_required,Reference-only name; not approved for resolution
cnha-cfdi-87425d16c0a803332cf760b3931ed20b,复旦大学附属妇产科医院,Obstetrics and Gynecology Hospital of Fudan University,https://ror.org/04rhdtb47,review_required,Reference-only name; not approved for resolution
cnha-cfdi-87425d16c0a803332cf760b3931ed20b,复旦大学附属妇产科医院,Shanghai Red House Obstetrics and Gynecology Hospital,https://ror.org/04rhdtb47,review_required,Reference-only name; not approved for resolution
cnha-cfdi-8797db49c0a8033306c27968cc3990d6,浙江省台州医院,Taizhou Enze Medical Center,https://ror.org/05m0wv206,review_required,Reference-only name; not approved for resolution
cnha-cfdi-8797db49c0a8033306c27968cc3990d6,浙江省台州医院,Zhejiang Taizhou Hospital,https://ror.org/05m0wv206,review_required,Reference-only name; not approved for resolution
cnha-cfdi-87a361ebc0a8033332c5e8986e853e18,梧州市红十字会医院,Wuzhou Red Cross Hospital,https://ror.org/059wqqf58,review_required,Reference-only name; not approved for resolution
